digital_id,timestamp,language,text,person1_id,person2_id,location_id
DIG001805,2026-03-28 20:00:00,hi,"PERSON_00902 और PERSON_00176 ने दौरा किया, Zone_0120, Ujjain के पास। समय 2026-03-28 20:00:00.",P00902,P00176,LOC0120
DIG001806,2026-01-14 03:42:00,en,"PERSON_00637 contacted PERSON_00562 near Zone_0090, Gwalior. Record time 2026-01-14 03:42:00.",P00637,P00562,LOC0090
DIG001807,2026-01-25 17:44:00,te,"PERSON_00663 और PERSON_00116 ने డబ్బు పంపారు, Zone_0058, Bhopal के पास। समय 2026-01-25 17:44:00.",P00663,P00116,LOC0058
DIG001808,2026-05-03 14:45:00,gu,"PERSON_00529 और PERSON_00442 ने સંપર્ક કર્યો, Zone_0119, Indore के पास। समय 2026-05-03 14:45:00.",P00529,P00442,LOC0119
DIG001809,2026-01-20 23:26:00,en,"PERSON_00522 called PERSON_00102 near Zone_0154, Ujjain. Record time 2026-01-20 23:26:00.",P00522,P00102,LOC0154
DIG001810,2026-01-05 09:34:00,kn,"PERSON_00666 और PERSON_00894 ने ಸಂದೇಶ ಕಳುಹಿಸಿದರು, Zone_0118, Ujjain के पास। समय 2026-01-05 09:34:00.",P00666,P00894,LOC0118
DIG001811,2026-04-10 15:40:00,kn,"PERSON_00047 और PERSON_00947 ने ಸಂದೇಶ ಕಳುಹಿಸಿದರು, Zone_0098, Nagpur के पास। समय 2026-04-10 15:40:00.",P00047,P00947,LOC0098
DIG001812,2026-08-01 19:36:00,ur,"PERSON_00988 और PERSON_00717 ने ملاقات کی, Zone_0099, Bhopal के पास। समय 2026-08-01 19:36:00.",P00988,P00717,LOC0099
DIG001813,2026-08-09 15:37:00,bn,"PERSON_00413 और PERSON_00081 ने ফোন করেছে, Zone_0174, Gwalior के पास। समय 2026-08-09 15:37:00.",P00413,P00081,LOC0174
DIG001814,2026-05-15 16:15:00,kn,"PERSON_00907 और PERSON_00284 ने ಭೇಟಿಯಾದರು, Zone_0100, Jabalpur के पास। समय 2026-05-15 16:15:00.",P00907,P00284,LOC0100
DIG001815,2026-08-30 04:04:00,ta,"PERSON_00312 और PERSON_00983 ने சென்றார், Zone_0122, Nagpur के पास। समय 2026-08-30 04:04:00.",P00312,P00983,LOC0122
DIG001816,2026-02-17 17:30:00,ml,"PERSON_00703 और PERSON_00748 ने പണം അയച്ചു, Zone_0160, Ujjain के पास। समय 2026-02-17 17:30:00.",P00703,P00748,LOC0160
DIG001817,2026-01-14 03:58:00,gu,"PERSON_00581 और PERSON_00186 ने સંપર્ક કર્યો, Zone_0120, Ujjain के पास। समय 2026-01-14 03:58:00.",P00581,P00186,LOC0120
DIG001818,2026-06-13 20:47:00,pa,"PERSON_00980 और PERSON_00914 ने ਪੈਸੇ ਭੇਜੇ, Zone_0140, Jabalpur के पास। समय 2026-06-13 20:47:00.",P00980,P00914,LOC0140
DIG001819,2026-06-26 00:20:00,pa,"PERSON_00851 और PERSON_00083 ने ਪੈਸੇ ਭੇਜੇ, Zone_0051, Bhopal के पास। समय 2026-06-26 00:20:00.",P00851,P00083,LOC0051
DIG001820,2026-01-26 17:22:00,bn,"PERSON_00283 और PERSON_00550 ने টাকা পাঠিয়েছে, Zone_0162, Nagpur के पास। समय 2026-01-26 17:22:00.",P00283,P00550,LOC0162
DIG001821,2026-02-16 05:58:00,ta,"PERSON_00553 और PERSON_00423 ने தொடர்பு கொண்டார், Zone_0080, Indore के पास। समय 2026-02-16 05:58:00.",P00553,P00423,LOC0080
DIG001822,2026-05-19 02:39:00,te,"PERSON_00398 और PERSON_00633 ने ఫోన్ చేశారు, Zone_0121, Nagpur के पास। समय 2026-05-19 02:39:00.",P00398,P00633,LOC0121
DIG001823,2026-04-10 03:32:00,bn,"PERSON_00107 और PERSON_00844 ने পরিদর্শন করেছে, Zone_0159, Nagpur के पास। समय 2026-04-10 03:32:00.",P00107,P00844,LOC0159
DIG001824,2026-08-14 23:32:00,ml,"PERSON_00496 और PERSON_00614 ने വിളിച്ചു, Zone_0159, Nagpur के पास। समय 2026-08-14 23:32:00.",P00496,P00614,LOC0159
DIG001825,2026-01-25 00:33:00,ur,"PERSON_00033 और PERSON_00540 ने ملاقات کی, Zone_0168, Nagpur के पास। समय 2026-01-25 00:33:00.",P00033,P00540,LOC0168
DIG001826,2026-07-05 01:29:00,en,"PERSON_00028 contacted PERSON_00565 near Zone_0169, Nagpur. Record time 2026-07-05 01:29:00.",P00028,P00565,LOC0169
DIG001827,2026-02-21 06:57:00,mr,"PERSON_00152 और PERSON_00949 ने संपर्क केला, Zone_0011, Gwalior के पास। समय 2026-02-21 06:57:00.",P00152,P00949,LOC0011
DIG001828,2026-01-28 06:44:00,en,"PERSON_00713 called PERSON_00596 near Zone_0149, Ujjain. Record time 2026-01-28 06:44:00.",P00713,P00596,LOC0149
DIG001829,2026-04-20 07:53:00,mr,"PERSON_00483 और PERSON_00769 ने फोन केला, Zone_0166, Bhopal के पास। समय 2026-04-20 07:53:00.",P00483,P00769,LOC0166
DIG001830,2026-08-31 11:53:00,bn,"PERSON_00347 और PERSON_00138 ने যোগাযোগ করেছে, Zone_0065, Jabalpur के पास। समय 2026-08-31 11:53:00.",P00347,P00138,LOC0065
DIG001831,2026-05-09 02:51:00,en,"PERSON_00702 used a vehicle PERSON_00462 near Zone_0094, Gwalior. Record time 2026-05-09 02:51:00.",P00702,P00462,LOC0094
DIG001832,2026-05-13 01:16:00,ml,"PERSON_00678 और PERSON_00202 ने വിളിച്ചു, Zone_0134, Indore के पास। समय 2026-05-13 01:16:00.",P00678,P00202,LOC0134
DIG001833,2026-03-17 18:32:00,kn,"PERSON_00342 और PERSON_00598 ने ಹಣ ಕಳುಹಿಸಿದರು, Zone_0065, Jabalpur के पास। समय 2026-03-17 18:32:00.",P00342,P00598,LOC0065
DIG001834,2026-06-13 16:45:00,te,"PERSON_00630 और PERSON_00956 ने డబ్బు పంపారు, Zone_0172, Gwalior के पास। समय 2026-06-13 16:45:00.",P00630,P00956,LOC0172
DIG001835,2026-01-03 22:01:00,ta,"PERSON_00625 और PERSON_00189 ने தொடர்பு கொண்டார், Zone_0035, Jabalpur के पास। समय 2026-01-03 22:01:00.",P00625,P00189,LOC0035
DIG001836,2026-06-26 17:05:00,ur,"PERSON_00734 और PERSON_00817 ने مقام شیئر کیا, Zone_0071, Indore के पास। समय 2026-06-26 17:05:00.",P00734,P00817,LOC0071
DIG001837,2026-02-02 09:01:00,mr,"PERSON_00691 और PERSON_00806 ने पैसे पाठवले, Zone_0146, Bhopal के पास। समय 2026-02-02 09:01:00.",P00691,P00806,LOC0146
DIG001838,2026-08-21 22:09:00,hi,"PERSON_00331 और PERSON_00377 ने संपर्क किया, Zone_0104, Bhopal के पास। समय 2026-08-21 22:09:00.",P00331,P00377,LOC0104
DIG001839,2026-05-29 20:08:00,ta,"PERSON_00260 और PERSON_00880 ने இடத்தை பகிர்ந்தார், Zone_0116, Bhopal के पास। समय 2026-05-29 20:08:00.",P00260,P00880,LOC0116
DIG001840,2026-03-07 13:22:00,hi,"PERSON_00880 और PERSON_00395 ने मिला, Zone_0081, Gwalior के पास। समय 2026-03-07 13:22:00.",P00880,P00395,LOC0081
DIG001841,2026-04-12 17:49:00,ur,"PERSON_00834 और PERSON_00040 ने پیغام بھیجا, Zone_0023, Jabalpur के पास। समय 2026-04-12 17:49:00.",P00834,P00040,LOC0023
DIG001842,2026-02-14 13:22:00,te,"PERSON_00349 और PERSON_00607 ने సందేశం పంపారు, Zone_0137, Nagpur के पास। समय 2026-02-14 13:22:00.",P00349,P00607,LOC0137
DIG001843,2026-07-24 15:33:00,gu,"PERSON_00497 और PERSON_00521 ने ફોન કર્યો, Zone_0087, Ujjain के पास। समय 2026-07-24 15:33:00.",P00497,P00521,LOC0087
DIG001844,2026-05-20 17:14:00,gu,"PERSON_00691 और PERSON_00928 ने નાણાં મોકલ્યાં, Zone_0168, Nagpur के पास। समय 2026-05-20 17:14:00.",P00691,P00928,LOC0168
DIG001845,2026-08-06 07:26:00,ur,"PERSON_00493 और PERSON_00116 ने رابطہ کیا, Zone_0154, Ujjain के पास। समय 2026-08-06 07:26:00.",P00493,P00116,LOC0154
DIG001846,2026-03-14 09:58:00,pa,"PERSON_00865 और PERSON_00728 ने ਸੁਨੇਹਾ ਭੇਜਿਆ, Zone_0007, Ujjain के पास। समय 2026-03-14 09:58:00.",P00865,P00728,LOC0007
DIG001847,2026-07-21 14:41:00,bn,"PERSON_00718 और PERSON_00666 ने দেখা করেছে, Zone_0038, Ujjain के पास। समय 2026-07-21 14:41:00.",P00718,P00666,LOC0038
DIG001848,2026-03-24 23:21:00,hi,"PERSON_00627 और PERSON_00399 ने संपर्क किया, Zone_0083, Ujjain के पास। समय 2026-03-24 23:21:00.",P00627,P00399,LOC0083
DIG001849,2026-03-25 22:19:00,ta,"PERSON_00602 और PERSON_00460 ने பணம் அனுப்பினார், Zone_0137, Nagpur के पास। समय 2026-03-25 22:19:00.",P00602,P00460,LOC0137
DIG001850,2026-06-25 01:05:00,kn,"PERSON_00781 और PERSON_00736 ने ಭೇಟಿ ನೀಡಿದರು, Zone_0066, Jabalpur के पास। समय 2026-06-25 01:05:00.",P00781,P00736,LOC0066
DIG001851,2026-07-09 19:40:00,mr,"PERSON_00313 और PERSON_00551 ने संदेश पाठवला, Zone_0061, Gwalior के पास। समय 2026-07-09 19:40:00.",P00313,P00551,LOC0061
DIG001852,2026-01-24 09:11:00,en,"PERSON_00721 met PERSON_00001 near Zone_0022, Gwalior. Record time 2026-01-24 09:11:00.",P00721,P00001,LOC0022
DIG001853,2026-06-09 02:35:00,bn,"PERSON_00659 और PERSON_00241 ने যোগাযোগ করেছে, Zone_0033, Jabalpur के पास। समय 2026-06-09 02:35:00.",P00659,P00241,LOC0033
DIG001854,2026-07-17 10:46:00,ml,"PERSON_00812 और PERSON_00570 ने ബന്ധപ്പെട്ടു, Zone_0155, Nagpur के पास। समय 2026-07-17 10:46:00.",P00812,P00570,LOC0155
DIG001855,2026-06-07 07:58:00,en,"PERSON_00440 transferred funds to PERSON_00006 near Zone_0104, Bhopal. Record time 2026-06-07 07:58:00.",P00440,P00006,LOC0104
DIG001856,2026-05-13 06:45:00,ur,"PERSON_00798 और PERSON_00541 ने مقام شیئر کیا, Zone_0165, Gwalior के पास। समय 2026-05-13 06:45:00.",P00798,P00541,LOC0165
DIG001857,2026-01-27 04:29:00,ml,"PERSON_00248 और PERSON_00474 ने സന്ദേശം അയച്ചു, Zone_0098, Nagpur के पास। समय 2026-01-27 04:29:00.",P00248,P00474,LOC0098
DIG001858,2026-07-11 10:46:00,pa,"PERSON_00294 और PERSON_00425 ने ਸਥਾਨ ਸਾਂਝਾ ਕੀਤਾ, Zone_0110, Indore के पास। समय 2026-07-11 10:46:00.",P00294,P00425,LOC0110
DIG001859,2026-07-08 08:58:00,ml,"PERSON_00840 और PERSON_00181 ने സന്ദർശിച്ചു, Zone_0092, Ujjain के पास। समय 2026-07-08 08:58:00.",P00840,P00181,LOC0092
DIG001860,2026-06-06 23:31:00,pa,"PERSON_00310 और PERSON_00749 ने ਮਿਲਿਆ, Zone_0067, Indore के पास। समय 2026-06-06 23:31:00.",P00310,P00749,LOC0067
DIG001861,2026-05-03 03:28:00,mr,"PERSON_00450 और PERSON_00034 ने भेटला, Zone_0047, Ujjain के पास। समय 2026-05-03 03:28:00.",P00450,P00034,LOC0047
DIG001862,2026-08-04 22:38:00,hi,"PERSON_00634 और PERSON_00256 ने फोन किया, Zone_0072, Indore के पास। समय 2026-08-04 22:38:00.",P00634,P00256,LOC0072
DIG001863,2026-04-23 08:58:00,hi,"PERSON_00738 और PERSON_00029 ने फोन किया, Zone_0162, Nagpur के पास। समय 2026-04-23 08:58:00.",P00738,P00029,LOC0162
DIG001864,2026-01-10 10:12:00,pa,"PERSON_00457 और PERSON_00974 ने ਮੁਲਾਕਾਤ ਕੀਤੀ, Zone_0110, Indore के पास। समय 2026-01-10 10:12:00.",P00457,P00974,LOC0110
DIG001865,2026-03-22 11:18:00,ur,"PERSON_00886 और PERSON_00180 ने رابطہ کیا, Zone_0127, Bhopal के पास। समय 2026-03-22 11:18:00.",P00886,P00180,LOC0127
DIG001866,2026-06-12 00:49:00,pa,"PERSON_00887 और PERSON_00111 ने ਮੁਲਾਕਾਤ ਕੀਤੀ, Zone_0070, Ujjain के पास। समय 2026-06-12 00:49:00.",P00887,P00111,LOC0070
DIG001867,2026-08-16 12:29:00,te,"PERSON_00248 और PERSON_00378 ने ఫోన్ చేశారు, Zone_0118, Ujjain के पास। समय 2026-08-16 12:29:00.",P00248,P00378,LOC0118
DIG001868,2026-01-19 23:26:00,ta,"PERSON_00399 और PERSON_00502 ने சந்தித்தார், Zone_0074, Ujjain के पास। समय 2026-01-19 23:26:00.",P00399,P00502,LOC0074
DIG001869,2026-07-23 06:04:00,mr,"PERSON_00914 और PERSON_00796 ने भेटला, Zone_0104, Bhopal के पास। समय 2026-07-23 06:04:00.",P00914,P00796,LOC0104
DIG001870,2026-04-22 05:18:00,en,"PERSON_00681 shared a location with PERSON_00355 near Zone_0106, Ujjain. Record time 2026-04-22 05:18:00.",P00681,P00355,LOC0106
DIG001871,2026-06-03 06:37:00,hi,"PERSON_00309 और PERSON_00144 ने संदेश भेजा, Zone_0166, Bhopal के पास। समय 2026-06-03 06:37:00.",P00309,P00144,LOC0166
DIG001872,2026-03-04 00:46:00,ml,"PERSON_00234 और PERSON_00415 ने സന്ദർശിച്ചു, Zone_0011, Gwalior के पास। समय 2026-03-04 00:46:00.",P00234,P00415,LOC0011
DIG001873,2026-08-31 06:16:00,ml,"PERSON_00880 और PERSON_00242 ने വിളിച്ചു, Zone_0156, Bhopal के पास। समय 2026-08-31 06:16:00.",P00880,P00242,LOC0156
DIG001874,2026-02-14 21:19:00,kn,"PERSON_00574 और PERSON_00459 ने ಸಂಪರ್ಕಿಸಿದರು, Zone_0140, Jabalpur के पास। समय 2026-02-14 21:19:00.",P00574,P00459,LOC0140
DIG001875,2026-07-05 01:02:00,ml,"PERSON_00011 और PERSON_00065 ने പണം അയച്ചു, Zone_0120, Ujjain के पास। समय 2026-07-05 01:02:00.",P00011,P00065,LOC0120
DIG001876,2026-04-28 02:38:00,te,"PERSON_00573 और PERSON_00540 ने సందేశం పంపారు, Zone_0048, Indore के पास। समय 2026-04-28 02:38:00.",P00573,P00540,LOC0048
DIG001877,2026-03-19 15:13:00,te,"PERSON_00188 और PERSON_00525 ने సందేశం పంపారు, Zone_0110, Indore के पास। समय 2026-03-19 15:13:00.",P00188,P00525,LOC0110
DIG001878,2026-04-12 23:01:00,gu,"PERSON_00872 और PERSON_00358 ने સંપર્ક કર્યો, Zone_0110, Indore के पास। समय 2026-04-12 23:01:00.",P00872,P00358,LOC0110
DIG001879,2026-02-22 13:50:00,en,"PERSON_00392 shared a location with PERSON_00257 near Zone_0003, Indore. Record time 2026-02-22 13:50:00.",P00392,P00257,LOC0003
DIG001880,2026-08-21 15:09:00,bn,"PERSON_00679 और PERSON_00026 ने দেখা করেছে, Zone_0113, Indore के पास। समय 2026-08-21 15:09:00.",P00679,P00026,LOC0113
DIG001881,2026-07-05 18:40:00,ur,"PERSON_00402 और PERSON_00666 ने دورہ کیا, Zone_0126, Nagpur के पास। समय 2026-07-05 18:40:00.",P00402,P00666,LOC0126
DIG001882,2026-03-27 12:17:00,kn,"PERSON_00033 और PERSON_00027 ने ಹಣ ಕಳುಹಿಸಿದರು, Zone_0140, Jabalpur के पास। समय 2026-03-27 12:17:00.",P00033,P00027,LOC0140
DIG001883,2026-07-28 12:47:00,ur,"PERSON_00306 और PERSON_00846 ने مقام شیئر کیا, Zone_0128, Bhopal के पास। समय 2026-07-28 12:47:00.",P00306,P00846,LOC0128
DIG001884,2026-02-28 13:55:00,ta,"PERSON_00595 और PERSON_00565 ने சந்தித்தார், Zone_0141, Jabalpur के पास। समय 2026-02-28 13:55:00.",P00595,P00565,LOC0141
DIG001885,2026-07-02 00:34:00,bn,"PERSON_00122 और PERSON_00723 ने স্থান ভাগ করেছে, Zone_0017, Gwalior के पास। समय 2026-07-02 00:34:00.",P00122,P00723,LOC0017
DIG001886,2026-01-17 05:33:00,en,"PERSON_00797 transferred funds to PERSON_00729 near Zone_0116, Bhopal. Record time 2026-01-17 05:33:00.",P00797,P00729,LOC0116
DIG001887,2026-02-25 20:06:00,en,"PERSON_00824 visited PERSON_00820 near Zone_0007, Ujjain. Record time 2026-02-25 20:06:00.",P00824,P00820,LOC0007
DIG001888,2026-04-09 13:20:00,ml,"PERSON_00169 और PERSON_00830 ने സന്ദേശം അയച്ചു, Zone_0024, Jabalpur के पास। समय 2026-04-09 13:20:00.",P00169,P00830,LOC0024
DIG001889,2026-05-19 17:03:00,pa,"PERSON_00798 और PERSON_00053 ने ਸੁਨੇਹਾ ਭੇਜਿਆ, Zone_0076, Indore के पास। समय 2026-05-19 17:03:00.",P00798,P00053,LOC0076
DIG001890,2026-08-18 03:48:00,kn,"PERSON_00976 और PERSON_00254 ने ಸಂದೇಶ ಕಳುಹಿಸಿದರು, Zone_0138, Bhopal के पास। समय 2026-08-18 03:48:00.",P00976,P00254,LOC0138
DIG001891,2026-03-26 07:34:00,te,"PERSON_00070 और PERSON_00425 ने ఫోన్ చేశారు, Zone_0138, Bhopal के पास। समय 2026-03-26 07:34:00.",P00070,P00425,LOC0138
DIG001892,2026-05-27 16:41:00,ur,"PERSON_00894 और PERSON_00539 ने فون کیا, Zone_0124, Bhopal के पास। समय 2026-05-27 16:41:00.",P00894,P00539,LOC0124
DIG001893,2026-03-16 17:13:00,ur,"PERSON_00472 और PERSON_00870 ने مقام شیئر کیا, Zone_0006, Bhopal के पास। समय 2026-03-16 17:13:00.",P00472,P00870,LOC0006
DIG001894,2026-04-20 10:45:00,ml,"PERSON_00692 और PERSON_00994 ने സന്ദർശിച്ചു, Zone_0030, Nagpur के पास। समय 2026-04-20 10:45:00.",P00692,P00994,LOC0030
DIG001895,2026-08-13 15:07:00,kn,"PERSON_00822 और PERSON_00074 ने ಸಂಪರ್ಕಿಸಿದರು, Zone_0050, Jabalpur के पास। समय 2026-08-13 15:07:00.",P00822,P00074,LOC0050
DIG001896,2026-07-05 12:41:00,hi,"PERSON_00750 और PERSON_00592 ने संदेश भेजा, Zone_0046, Bhopal के पास। समय 2026-07-05 12:41:00.",P00750,P00592,LOC0046
DIG001897,2026-08-05 15:09:00,ur,"PERSON_00038 और PERSON_00889 ने ملاقات کی, Zone_0140, Jabalpur के पास। समय 2026-08-05 15:09:00.",P00038,P00889,LOC0140
DIG001898,2026-02-28 15:14:00,pa,"PERSON_00526 और PERSON_00897 ने ਮੁਲਾਕਾਤ ਕੀਤੀ, Zone_0037, Indore के पास। समय 2026-02-28 15:14:00.",P00526,P00897,LOC0037
DIG001899,2026-03-24 19:02:00,ur,"PERSON_00914 और PERSON_00909 ने رقم منتقل کی, Zone_0099, Bhopal के पास। समय 2026-03-24 19:02:00.",P00914,P00909,LOC0099
DIG001900,2026-02-04 06:30:00,ml,"PERSON_00967 और PERSON_00854 ने ബന്ധപ്പെട്ടു, Zone_0040, Bhopal के पास। समय 2026-02-04 06:30:00.",P00967,P00854,LOC0040
DIG001901,2026-06-02 13:18:00,bn,"PERSON_00454 और PERSON_00189 ने পরিদর্শন করেছে, Zone_0180, Indore के पास। समय 2026-06-02 13:18:00.",P00454,P00189,LOC0180
DIG001902,2026-04-07 10:37:00,mr,"PERSON_00970 और PERSON_00431 ने ठिकाण शेअर केले, Zone_0051, Bhopal के पास। समय 2026-04-07 10:37:00.",P00970,P00431,LOC0051
DIG001903,2026-02-15 16:13:00,ta,"PERSON_00670 और PERSON_00442 ने தொடர்பு கொண்டார், Zone_0032, Jabalpur के पास। समय 2026-02-15 16:13:00.",P00670,P00442,LOC0032
DIG001904,2026-01-21 06:46:00,mr,"PERSON_00713 और PERSON_00694 ने फोन केला, Zone_0071, Indore के पास। समय 2026-01-21 06:46:00.",P00713,P00694,LOC0071
DIG001905,2026-04-07 19:12:00,te,"PERSON_00366 और PERSON_00139 ने వెళ్లారు, Zone_0036, Ujjain के पास। समय 2026-04-07 19:12:00.",P00366,P00139,LOC0036
DIG001906,2026-08-07 13:49:00,pa,"PERSON_00980 और PERSON_00656 ने ਮੁਲਾਕਾਤ ਕੀਤੀ, Zone_0163, Nagpur के पास। समय 2026-08-07 13:49:00.",P00980,P00656,LOC0163
DIG001907,2026-03-06 12:34:00,pa,"PERSON_00862 और PERSON_00423 ने ਸੁਨੇਹਾ ਭੇਜਿਆ, Zone_0065, Jabalpur के पास। समय 2026-03-06 12:34:00.",P00862,P00423,LOC0065
DIG001908,2026-01-14 06:08:00,bn,"PERSON_00614 और PERSON_00628 ने যোগাযোগ করেছে, Zone_0173, Jabalpur के पास। समय 2026-01-14 06:08:00.",P00614,P00628,LOC0173
DIG001909,2026-05-15 15:25:00,kn,"PERSON_00361 और PERSON_00150 ने ಸ್ಥಳ ಹಂಚಿಕೊಂಡರು, Zone_0146, Bhopal के पास। समय 2026-05-15 15:25:00.",P00361,P00150,LOC0146
DIG001910,2026-06-12 13:01:00,kn,"PERSON_00275 और PERSON_00794 ने ಕರೆ ಮಾಡಿದರು, Zone_0012, Nagpur के पास। समय 2026-06-12 13:01:00.",P00275,P00794,LOC0012
DIG001911,2026-08-17 14:33:00,ta,"PERSON_00294 और PERSON_00213 ने அழைத்தார், Zone_0132, Indore के पास। समय 2026-08-17 14:33:00.",P00294,P00213,LOC0132
DIG001912,2026-06-26 02:27:00,ur,"PERSON_00733 और PERSON_00198 ने مقام شیئر کیا, Zone_0011, Gwalior के पास। समय 2026-06-26 02:27:00.",P00733,P00198,LOC0011
DIG001913,2026-08-28 03:50:00,ta,"PERSON_00922 और PERSON_00109 ने செய்தி அனுப்பினார், Zone_0114, Bhopal के पास। समय 2026-08-28 03:50:00.",P00922,P00109,LOC0114
DIG001914,2026-01-03 10:24:00,ur,"PERSON_00832 और PERSON_00646 ने رقم منتقل کی, Zone_0177, Gwalior के पास। समय 2026-01-03 10:24:00.",P00832,P00646,LOC0177
DIG001915,2026-02-14 16:22:00,pa,"PERSON_00702 और PERSON_00202 ने ਸੁਨੇਹਾ ਭੇਜਿਆ, Zone_0160, Ujjain के पास। समय 2026-02-14 16:22:00.",P00702,P00202,LOC0160
DIG001916,2026-07-05 22:13:00,ta,"PERSON_00452 और PERSON_00628 ने செய்தி அனுப்பினார், Zone_0061, Gwalior के पास। समय 2026-07-05 22:13:00.",P00452,P00628,LOC0061
DIG001917,2026-06-27 12:43:00,bn,"PERSON_00937 और PERSON_00822 ने পরিদর্শন করেছে, Zone_0085, Gwalior के पास। समय 2026-06-27 12:43:00.",P00937,P00822,LOC0085
DIG001918,2026-04-10 01:40:00,bn,"PERSON_00018 और PERSON_00871 ने যোগাযোগ করেছে, Zone_0166, Bhopal के पास। समय 2026-04-10 01:40:00.",P00018,P00871,LOC0166
DIG001919,2026-03-28 04:17:00,mr,"PERSON_00896 और PERSON_00206 ने भेटला, Zone_0139, Jabalpur के पास। समय 2026-03-28 04:17:00.",P00896,P00206,LOC0139
DIG001920,2026-03-29 14:11:00,pa,"PERSON_00868 और PERSON_00723 ने ਪੈਸੇ ਭੇਜੇ, Zone_0066, Jabalpur के पास। समय 2026-03-29 14:11:00.",P00868,P00723,LOC0066
DIG001921,2026-08-14 18:52:00,mr,"PERSON_00286 और PERSON_00525 ने फोन केला, Zone_0086, Gwalior के पास। समय 2026-08-14 18:52:00.",P00286,P00525,LOC0086
DIG001922,2026-06-08 12:51:00,bn,"PERSON_00974 और PERSON_00238 ने দেখা করেছে, Zone_0068, Bhopal के पास। समय 2026-06-08 12:51:00.",P00974,P00238,LOC0068
DIG001923,2026-07-06 21:40:00,mr,"PERSON_00907 और PERSON_00885 ने ठिकाण शेअर केले, Zone_0145, Jabalpur के पास। समय 2026-07-06 21:40:00.",P00907,P00885,LOC0145
DIG001924,2026-04-25 07:59:00,te,"PERSON_00865 और PERSON_00807 ने కలిశారు, Zone_0021, Ujjain के पास। समय 2026-04-25 07:59:00.",P00865,P00807,LOC0021
DIG001925,2026-08-24 10:00:00,gu,"PERSON_00374 और PERSON_00223 ने મળ્યા, Zone_0050, Jabalpur के पास। समय 2026-08-24 10:00:00.",P00374,P00223,LOC0050
DIG001926,2026-03-20 07:35:00,ta,"PERSON_00003 और PERSON_00442 ने பணம் அனுப்பினார், Zone_0091, Jabalpur के पास। समय 2026-03-20 07:35:00.",P00003,P00442,LOC0091
DIG001927,2026-08-22 01:34:00,bn,"PERSON_00621 और PERSON_00421 ने টাকা পাঠিয়েছে, Zone_0075, Gwalior के पास। समय 2026-08-22 01:34:00.",P00621,P00421,LOC0075
DIG001928,2026-04-05 01:44:00,te,"PERSON_00106 और PERSON_00143 ने సందేశం పంపారు, Zone_0114, Bhopal के पास। समय 2026-04-05 01:44:00.",P00106,P00143,LOC0114
DIG001929,2026-03-19 03:08:00,hi,"PERSON_00665 और PERSON_00743 ने स्थान साझा किया, Zone_0004, Indore के पास। समय 2026-03-19 03:08:00.",P00665,P00743,LOC0004
DIG001930,2026-04-19 07:45:00,pa,"PERSON_00630 और PERSON_00981 ने ਸੁਨੇਹਾ ਭੇਜਿਆ, Zone_0079, Nagpur के पास। समय 2026-04-19 07:45:00.",P00630,P00981,LOC0079
DIG001931,2026-06-14 09:29:00,te,"PERSON_00165 और PERSON_00804 ने వెళ్లారు, Zone_0076, Indore के पास। समय 2026-06-14 09:29:00.",P00165,P00804,LOC0076
DIG001932,2026-07-02 09:50:00,bn,"PERSON_00692 और PERSON_00486 ने ফোন করেছে, Zone_0079, Nagpur के पास। समय 2026-07-02 09:50:00.",P00692,P00486,LOC0079
DIG001933,2026-03-01 16:50:00,hi,"PERSON_00724 और PERSON_00151 ने फोन किया, Zone_0170, Ujjain के पास। समय 2026-03-01 16:50:00.",P00724,P00151,LOC0170
DIG001934,2026-04-29 20:32:00,pa,"PERSON_00033 और PERSON_00840 ने ਸੁਨੇਹਾ ਭੇਜਿਆ, Zone_0141, Jabalpur के पास। समय 2026-04-29 20:32:00.",P00033,P00840,LOC0141
DIG001935,2026-07-05 15:22:00,pa,"PERSON_00864 और PERSON_00397 ने ਮਿਲਿਆ, Zone_0094, Gwalior के पास। समय 2026-07-05 15:22:00.",P00864,P00397,LOC0094
DIG001936,2026-08-30 00:56:00,ml,"PERSON_00239 और PERSON_00767 ने വിളിച്ചു, Zone_0143, Nagpur के पास। समय 2026-08-30 00:56:00.",P00239,P00767,LOC0143
DIG001937,2026-01-28 05:36:00,mr,"PERSON_00555 और PERSON_00641 ने पैसे पाठवले, Zone_0021, Ujjain के पास। समय 2026-01-28 05:36:00.",P00555,P00641,LOC0021
DIG001938,2026-08-09 11:05:00,te,"PERSON_00132 और PERSON_00730 ने ఫోన్ చేశారు, Zone_0123, Ujjain के पास। समय 2026-08-09 11:05:00.",P00132,P00730,LOC0123
DIG001939,2026-08-31 05:07:00,hi,"PERSON_00287 और PERSON_00035 ने धन भेजा, Zone_0032, Jabalpur के पास। समय 2026-08-31 05:07:00.",P00287,P00035,LOC0032
DIG001940,2026-07-18 23:16:00,mr,"PERSON_00722 और PERSON_00541 ने भेटला, Zone_0035, Jabalpur के पास। समय 2026-07-18 23:16:00.",P00722,P00541,LOC0035
DIG001941,2026-07-01 09:53:00,pa,"PERSON_00030 और PERSON_00425 ने ਮਿਲਿਆ, Zone_0124, Bhopal के पास। समय 2026-07-01 09:53:00.",P00030,P00425,LOC0124
